,rapper,verse,num_misogyny,misogyny_label
,Big L,"Yo I announce facts When I get busy over bounce tracks Droppin lethal raps on wax so I can count stacks I keep a heavy knot, got a spot on every block Honeys that   s very hot get slid to the Marriott   ' was a beautiful year for L Now I'm back and all the ladies still cheer for L Whatever I write is gonna be tight Cos if makin' hits is wrong I don't wanna be right Never the less, the East is were my crew rest We bust caps that go through vests We only do what we do best And that's cripplin' you brittle men Since you wanna play rough, then say hello to my little friend   X",FALSE,Misogynistic
,Logic,Prepare for surface landing!,FALSE,Nonmisogynistic
,Talib Kweli,"Men lie out of fear but we front like we're not afraid Whether arguing or not, the bills gotta get paid We are not in  th grade, we're fighting and people watching On Twitter she emo-blogging, I'm boiling her hemoglobin It lead to sobbing the arguments never move me Cause we acting out the stereotypes like Tyler Perry movies My indiscretion is reeking in deep betrayal Libidos are like horses, it's hard to keep em stable She believed me the way Mike believed in Fredo But I need her, she the proof in my soul, my sweet potato Before I let her go I know she'll be forever gone I can't leave when the weather wrong I weather storms She like Katrina got me looking for FEMA Coveting my neighbor's lawn the grass is looking greener But in reality it never is I'm sure there's others, but I'll never find a better fish Girls have feelings Girls have feelings Girls have feelings They surely, surely do  Verse  I switch lanes  it's still blurry, then switch frames Clowning these lames -- you're Bill Murray in Quick Change Control your mission, keep up with my pole position Brag it about the ride you're whipping, your soul is missing Racing to your death or the holiest celebration God bless our lady of holy accelerate Cuz we speeding while we drive on this highway of information The devil try to deny us the highest of elevation They keep us at sea level so I   m staying on my A game They local like the C when I express like the A train My a-alikes take what I write, use it to maintain We be alike and see alike, cause we got the same brain We in the same chains, work in the same fields Now we   re independent, you can keep your fucking lame deal Total package, the flow is mastered, I'm blowing past the procrastinators So fast, it's like they going backwards  Hook  Life   s so short, we can   t afford to lose When the guns go off and the flag drops I   ll never stop I'mma race to the finish line of the road To kick in the door Ready, set, go Ready, set, go Ready, set, go Ready, set, go  Verse  They hate when I give 'em some straight they need chase Half these little boys coming faster than speed racer Pulling capers with my team best believe I   ll be seeing paper With extraordinary gentlemen, trust me the league major On the highway of life I   m faster than cop cars Quicker than the tongues of the rappers that got bars Never rattled cause we been through the battles, we got scars This the international half of the Black Star This is the sound that you   re missing I   m here when your ears listen Play it loud in your whip when you're dippin your gear shifting Gifted like the island of the misfit toys, ladies apply like the lipstick. Boys take over when the shit drop Boys wanna holla at birds like Alfred Hitchcock Men wanna talk to the women, we ain   t screaming Just whisper in their ear and we're leavin  Hook  Life   s so short, we can   t afford to lose When the guns go off and the flag drops I   ll never stop I'mma race to the finish line of the road To kick in the door Ready, set, go Ready, set, go Ready, set, go Ready, set, go  Bridge  When it   s gone to the wire I gotta win to the fire You can   t stop it. No, you can   t stop it Because I   m destined to win Like a full champion And we know it   s happening At the time, get ready, set, go  Verse  On your mark, get set, when I start the jet Look how far I get, I   m not only an artist they say One is the loneliest number but still regardless The second best don   t exist, it   s a little oxymoronic What a thought, listen to haters and never buy to hitting high Watermarks, cause the market   s flooded with garbage You are now embraced by the light with fiber optic Shine it bright love, get a ten or wind tropic Prisoner of conscious, nonsense I can say the conscious is asleep, I prefer the call of the wake It   s so ironic, it   s beautiful when you finally get awake at your funeral We don   t get it away Rappers nowadays are confusing you I know you   re tired of the usual like Trey Songz and Drake That   s why I   m leaping the faith, keeping the pace Although it   s all about the winning, it   s never about the wait  Hook  Life   s so short, we can   t afford to lose When the guns go off and the flag drops I   ll never stop I'mma race to the finish line of the road To kick in the door Ready, set, go Ready, set, go Ready, set, go Ready, set, go It's a brand new day If you passionate about what you do like I'm passionate about this music This song is for you It's like I can't breathe When I wake up in the morning I can't breathe Until I listen Feed my family I affect the world And y'all along for the ride",FALSE,Misogynistic
,Ice Cube,"I-I-I-Ice Cube!  Yeah its the cube  The Don... Let 'em know!  Ain't no stopping the G! They call me  The Don, nigga!",FALSE,Nonmisogynistic
,Scarface,"I think I need to breathe cuz I ain't feeling right My conscience is at ease saying live your life Got everything I ain't missin' much, bruh Got my little paper back I ain't feeling fucked up My woman got my back so I ain't stressed out Side looking in, you can say I   m blessed huh Career still intact got my street cred Went on with life thinking that the beef   s dead But every now and then I get flash backs Get down on my knees and I ask that God keep my head on cuz I dont wanna spaz out Load back up that    and air a nigga, ass out",FALSE,Nonmisogynistic
,Tyler The Creator,"I am the cowboy on my own trip And I am the cowboy on my own trip And I am the cowboy on my own trip And I am the cowboy ""So, you tell me that everything just isn't going well..?"" ""Well, first off...""",FALSE,Nonmisogynistic
,Ice Cube,"Don't make me, don't make me put this foot up your ass  Don't do it  Don't make me, don't make me put this foot up your ass  Don't  Don't make me, don't make me put this foot up your ass What you do? Bring it down and bring me my cash",FALSE,Nonmisogynistic
,Tyler The Creator,"Kill people, burn shit, fuck school Kill people, burn shit, fuck school Kill people, burn shit, fuck school Kill people, burn shit, fuck school I'm fucking radical, nigga, I'm fucking radical I'm fucking radical, I'm motherfucking radical I'm fucking radical, nigga, I'm fucking radical I'm fucking radical, I'm motherfucking radical",FALSE,Misogynistic
,Mac Miller,"Hypothetically of dope, I kick incredibly Potentially could be the remedy for happiness without the ecstasy No methamphetamines, hot,     degrees Visually stunnin', gotta see it on the LED When I was    I thought I had it figured out Now I see what it's about, went in down a different route It's crucial,   new schools, life with a spoonful Of sugar, yea I need my medicine Fuckin Mary Poppins, gotta treat her like the president Represent all these fuckin' people that I never met Some expect me to be the greatest ever Hear me on the radio, shit'll change forever Now I'm just a pop sensation, fuck your expectations I'mma be the best, have some patience Thought that it was great, then poof! It was nothing but some deja vu, yeah Clarity... Clarity...",FALSE,Misogynistic
,Immortal Technique,"Immortal Technique Rise up, young brother! It is not your time to die Look I ain't never been afraid to tell how I really feel Nunca, I think everybody should know that Yo creo que todos ustedes deben saber eso Fuckin' ought to know, yo So I gotta tell these chicks a lot of times, mira Tu est  s actuando en una manera muy mala Bien mala y no me importa ya, yeah, so I gotta let you know Let 'em know. Here we go, d  gale a la gente, B Gotta let you know for real. Son drop that",FALSE,Misogynistic
,Childish Gambino,"If we were kids I'd want to give you everything that you would want Those other boys They give you toys, but all they wanna do is Keep up Keep up, keep up, keep up That's all I want, keep up Keep up with me, keep up Keep up Keep up, keep up, keep up That's all I want, keep up Keep up with me, keep up It   s alright It   s okay It   s alright It   s okay girl It   s okay Words that I made up, you say my name like Words that I made up, you say my name like",FALSE,Misogynistic
,Isaiah Rashad,"Ah, ah, ah, ah Ah, ah, ah, ah",FALSE,Nonmisogynistic
,Drake,"Oh my God, oh my God If I die, I'm a legend Oh my God, oh my God If I die, I'm a legend",FALSE,Nonmisogynistic
,Eazy-E,"Bitches comin' with it for doublemint Lookin' for ya homies Hoes blow me like they owe me I got a strip I hit when I'm lonely Hit a bitch with a whip and she'll run like Toby So never clown me fool I'm from the true school Wit true sluts lookin' for a crew screw I flip and I flow when they go kinda low Ho better have my dough so suck silly Hookers could stay Oh, you don't touch nuts? Really? Hooker, good day Adios, disappear like a smoke, your ejected By a dick that's erect bitch Sometimes I think I'm losin' it, a lunatic With a lot of automatic shit with clips It ain't no thang to me it's the same ol' slang to me I roll with a long size gang with me",TRUE,Misogynistic
,Drake,"Yeah, my side girl got a  S with the screen cracked Still hit me back right away, better not never hesitate Don't come around thinkin' you gettin' saved Tryna show the dogs brighter days Got a torch, tryna light the way Bitin' everybody, which is ironic 'Cause your next album probably won't ever see the light of day Had fans, but you let 'em down But I guess that's how you niggas gettin' down I'm so high up I'm like, ""How is niggas really gettin' down?"" I could never have a kid, then be out here still kiddin' round Boys playin' around, where you really wanna take it now? I got a    ,    dollars for an afterparty And I gave it to the killas just to break it down Bring us up, I never take us down But if you bring me up, then they might take you down Fake fucked with me back then But it's gettin' hard for you to fake it now Fuck bein' rich when I'm forty, man, I'm tryna make it now",FALSE,Misogynistic
,Scarface,"Smile for me, won't you smile? Just smile, smile for me Smile for me Won't you smile? Just smile",FALSE,Nonmisogynistic
,Tyler The Creator,"Cause girl you're perfect, but you're too fucking young  for me  And when temptation calls my phone, I never pick up And girl, you stole my heart but you're too fucking young This is more than a crush, I just might be in love",FALSE,Misogynistic
,J Cole,"Hey, I'ma put us all on the map Gone and I ain't lookin' back I know they gone feel it like they tank on E I promise baby, you can bet the bank on me Cause can't nobody tell me what I ain't gonna be no more You thinking I'ma fall, don't be so sure I wish somebody made guidelines On how to get up off the sidelines You really wanna know who Superman is? Watch this, pow! I like him I think he's pretty cool He's my idol",FALSE,Misogynistic
,Nas,"New York streets where killers will walk like Pistol Pete And Pappy Mason, gave the young boys admiration Prince from Queens and Fritz from Harlem Street legends, the drugs kept the hood from starvin' Pushin' cars, Nicky Barnes was the '  s But there's a long list of high-profile celebrities Worldwide on the thorough side of things Livest kings, some died, one guy, one time One day grabs me, as I'm about to blast heat   -side of Vernon, I turned while he asked me ""What you up to? The cops gon' bust you."" I was a teen drunk off brew Stumbled I wondered if God sent him 'Cause two squad cars entered the block And looked at us  I ain't flinch when they watched I took it upstairs, the bathroom mirror, brushed my hair Starin' at a young disciple I almost gave my life to what the dice do Yeah man, throwin' them bones Hopin' my ace get his case thrown His girl ain't wait for him, she in the world straight hoein' While he lookin' at centerfolds of pretty girls showin' They little cooch  gangstas don't die, he's living proof The D.A. who tried him was lyin' A white dude, killed his mother during the case Hung jury, now the D.A. is being replaced Pre-trial hearing is over, it's real for the soldier Walks in the courtroom, the look in his eyes is wild Triple-homicide, I sit in the back aisle I wanna crack a smile when I see him Throw up a fist for Black Power, 'cause all we want is his freedom He grabbed a court officer's gun and started squeezin' Then he grabbed the judge, screams out, ""Nobody leavin' Everybody   """,FALSE,Misogynistic
,Joey Bada,"What the rap audience ain't ready for is a real person You know what I wanna say  a real N-I-G-G-A I'm coming at 'em      real, I ain't compromising nothin' Anybody that talk about me got problems, you know what I'm sayin' It's gonna be straight-up, like if I was a street person That's how I'm comin' at the whole world And I'm being real about it and I'mma grow with my music",FALSE,Misogynistic
,Kendrick Lamar,"Bitch, where you when I was walkin'? Now I run the game, got the whole world talkin' King Kunta, everybody wanna cut the legs off him Kunta, black man taking no losses, oh yeah Bitch, where you when I was walkin'? Now I run the game, got the whole world talkin' King Kunta, everybody wanna cut the legs off him When you got the yams    What's the yams?",TRUE,Misogynistic
,Nas,"Yo, all I need is one mic.. All I need is one mic..  That's all I need  All I need is one mic..  All I need niggas  All I need is one mic..  Yeah",FALSE,Nonmisogynistic
,Royce Da 59,"PRhyme available      Since '   I've been dope in this, focusin, unfocusin' Sure as the sun floats and sure as the sun smokin' I was the gun totingest, my cuz told me Don't get demoted, keep it close to your digits You know you get it, you let yaself get too close to 'em chickens I said, ""I disagree,"" then I let Superhead lick on me Strokin' the kitten of Kat Stacks, 'bout to turn around And write a book about both of them bitches Next stop, to the top, I done went from A to X,Y Almost at Z, chillin' at a rest stop My new bitch, call her my PS , you? Your bitch pussy, call it my Xbox Me, I'm the rhyme ruler, me and Denaun together Deadly as Nas in his prime, you 'bout deadly as a benign tumor Since '  , been a highly touted retarded truth Prolly 'bout to Eli Porter-potty somebody booth Never sellin my soul, I'm sellin' my skills I'm on Rap's Radar now, Elliott Wilson Painter of the underground canvas, even though I can't freelance no more, the underground's famished Before I settle for less then average, I'll swallow a watermelon Follow it with a Double-Down sandwich I swear that God told me Slaughterhouse would be the second time around for me All eyes on me, I know I'm not the greatest, I go hard Your boombox is now invaded, Bogart, ha! Look at me today,   years ago I was popular for being hated, Solar! Nickel Nine's the ruler, God combined with Buddha Gifted oblongata, prized medulla Each line's like a computer bomb designed by MacGyver That only can be detonated by a MacGruber I'm thinking if I ain't binge-drinkin' then I ain't livin' Somebody told me I'm prolly dyin', but I ain't listen By the time it could harm me I'll prolly die by a trigger So I'm only goin' cold turkey, right after Thanksgivin' I paint pictures between blank scriptures Now just how contradictory is it that I pray? The name's Royce and I be poppin' so much pussy Dwight Howard look at me sideways And while the bitches try to grab all on my dick I can't even get my own nigga to rap on my shit You form a clique, it should be sacred, I shouldn't say shit Cause the Truth Hurts, like the bitch that Dre ditched Nobody loves my niggas like me Sober or wasted, for you there's no replacement I swear that God told me Slaughterhouse would be the second time around for me All eyes on me! Dramatic video of a Detroit gas station shooting leads to the arrest of two people, including the woman seen opening fire Simon Shaykhet is live downtown to...",TRUE,Misogynistic
,Nas,"One time for your mind, one time It sounds clever One time for your mind, one time Yeah, whatever One time for your mind, one time Yo, from '   to '",FALSE,Nonmisogynistic
,Lupe Fiasco,"Hip-Hop, you saved my life Hip-Hop, you saved my life Black panther, black panther, what do you see? I see a dreaming child watching over me Back nigga Yeah, hey, can we get a little break From the cocaine and the kilos Aiight nigga, we know Aiight nigga, we know Can we get a break from the strippers on the p-ole Aiight nigga, we know Okay nigga, we know",FALSE,Misogynistic
,Lil Wayne,"Oh yes I love her like her dad told her No man Would ever love her Oh, and I better be the only man Stickin' it Lickin' it like an envelope Mailin' it, sealin' it, read it I have written down Victoria's Secret Don't tell nobody Don't share your body with nobody Not even a finger I will cut it off and let him keep it That ass for Weezy, baby And at my station We have sex orientation When I hit it she squint like them Orient Asians I do me I say, ""Hey Ms. Chun Li, I like to see your booty Roll, like sushi"" I'm tryna dip my celery up in her bleu cheese ""Ahs"", ""Ooh-wees"" ""Voilas"", ""Tah-das"" ""Mhmms"", ""Uhh-huhs"" ""Oh-yeahs"", never ""Oh-nos"" Until I have to go And then it's  ""Never! Oh, no"" I tell her, ""Don't cry I be back like the electric bill"" And when she's butt-naked, she's dressed to kill Faded off the Kush, I'm gone Only   years old when daddy used to bring them hookers home Looking like my Grandma My niggas got that ammo We jack-son and then light up the L Samuel Tunechi in this bitch, nigga Y'all niggas bitch niggas Rats gon' rat And snakes gon' hiss nigga Baseball rich nigga, do this shit for all my homies Where them bad bitches at? Come and put that pussy on me Tunechi you a murderer, boy you just be killing shit Yeah you know that money talk, I am the ventriloquist Tranquilizer in the trunk, put your ass to sleep man Birdman Junior, got the world in my wingspan How you niggas want it? Have it your way, Burger King I get deep in that pussy, dig her out, surgery Fucking with a real nigga, fucking right, certainly Break in your fucking home, take your life, burglary Whoa nigga Die slow nigga For dear life you're holding on En Vogue, nigga Unload nigga Reload nigga Tools on deck, Home Depot, nigga Well if life is a bitch, then mine a gold digger Yeah and all my bitches nasty like a cold dinner Everyday I go so hard and work my ass off I'm good, I'm     like a fastball It's Carter IV",TRUE,Misogynistic
,Mac Miller,"I been waiting so long Been waiting to have you by my side  tell you ""I love you""  I can't do no wrong, no you are an angel With you by my side, you are my euphoria And when you look in my eyes The pain goes a-way, euphoria  euphoria  You feel so damn good, I want you to know that Just come take my hand closer so hear me out We could go to the moon Look at my eyes as we land We're here now",FALSE,Misogynistic
,Drake,"You a real ass woman and I like it, yeah Dedicate to you I need you inspired, I need you excited I don't wanna fight it",FALSE,Nonmisogynistic
,Pusha-T,"Sorry nigga, I'm tryna come home Sorry nigga, I'm tryna come home Well, the walls are talking to me and I know you think I'm wrong But sorry nigga, I'm tryna come home, hey! Yeah... I just ordered one, my nigga Yeah...",FALSE,Misogynistic
,Jay-z,"Give it to me Gimme that funk, that sweet, that nasty, that gushi stuff But don't bullshit me C'mon, gimme that funk, that sweet, that nasty, that gushi stuff Give it to me Gimme that funk, that sweet, that nasty, that gushi stuff But don't bullshit me Mama, gimme that funk, that sweet, that nasty, that gushi stuff",FALSE,Nonmisogynistic
,Kanye West,"Let's play the blame game, I love you more Let's play the blame game for sure",FALSE,Nonmisogynistic
,CunninLynguists,"Yo  bailing on my Big Wheel, dressed to kill Jeans with the knee pads, slanted Raccoon hat Wiffleball bat in my holster, rollin Supersoaker filled with piss, patrollin Thugged out, get drugged out of your own treehouse Hangin hives on jungle gyms, lettin the bees out Girls want beef like Arby's, melt they Barbies My Cub Scouts were a miniature sinister army In the cafeteria didn't let shit slide Hit guys up for they milk and shepherd's pie You want extra pizza? Here's yo' slice   blade sound   I'm the line leader BITCH, run yo' Nikes  give me your shoes!  Hit y'all, thought you knew I'm the shit dog That's what you get for rollin all hard in kickball  fucker!  Fartknocker, you better hope class lasts Cause at recess your ass is grass",TRUE,Misogynistic
,Chance The Rapper,"Chance The Rapper, song singer, senior, bong steamer Light up hot wheels, locked up, wrong steamer Dreamer, long Beemers, our neighbors their, lawns greener We wrestle with envy then act up, John Cena Chancellor Bennett, referred to as word chemist The bourbon and slurred sentences is turning up burning bridges Cigarette stained smile, all covered in sin My big homie died young, just turned older than him Getting hyped up off them bad bitches on it Getting knocked up off a nigga, bad luck Getting scared now with them IRS audits All the tax money that I didn   t add up That I didn   t get yet, but they think that I got it Keep a long shirt so they think that I got it And if they all dummy and a nigga get bodied It was really, really ill, I know a nigga held up Hell yeah I   ll always get a pic with y   all niggas Word to my fans, all six of y'all niggas I seen all the tweets and the tips from y   all niggas Got hands for them niggas that pick on y'all niggas Loving your love, an album to come I bet that you love it, comes out in a month Chance, the astounding class clown That turned out to amount into something,      ",TRUE,Misogynistic
,Kendrick Lamar,"I'm talkin' fear, fear of losin' creativity I'm talkin' fear, fear of missin' out on you and me I'm talkin' fear, fear of losin' loyalty from pride 'Cause my DNA won't let me involve in the light of God I'm talkin' fear, fear that my humbleness is gone I'm talkin' fear, fear that love ain't livin' here no more I'm talkin' fear, fear that it's wickedness or weakness Fear, whatever it is, both is distinctive Fear, what happens on Earth stays on Earth And I can't take these feelings with me, so hopefully they disperse Within fourteen tracks, carried out over wax Searchin' for resolutions until somebody get back Fear, what happens on Earth stays on Earth And I can't take these feelings with me, so hopefully they disperse Within fourteen tracks, carried out over wax Wonderin' if I'm livin' through fear or livin' through rap Damn ",FALSE,Nonmisogynistic
,J Cole,"Listen up I'm about to go and get rich Fuck with me my nigga We gon' circle round the Ville and hit a lick Cop some tree my nigga And some powder, bag it up and make it flip You gon' see my nigga One day we gon' graduate and cop a brick And that's the key my nigga Listen up I'm 'bout to go and get rich Stand back and watch if you want to nigga Me I want my pockets fat, a badder bitch Tired of seein' niggas flaunt, I wanna flaunt too nigga Watch some rollers in a fuckin' Crown Vic Tryna lock a nigga up, that's what they won't do nigga Wanna know a funny thing about this shit? Even if you let em' kill your dream It'll haunt you nigga, haunt you ",TRUE,Nonmisogynistic
,CunninLynguists,"Look, success is just a thought but it can push us to the edge Put it in our heads at an early age like the Pledge Give our allegiance, while your at it give your souls Won't tell you til you're grown that all that glitters ain't gold Love to watch 'em race, love to watch 'em chase dreams So dirty there ain't a cycle that you can make clean Got the athletes juicing, singers getting naked Rappers spending all they money before they even make it Actors scared to age, shooting acid in their faces Slaves to the ratings, every show is more tasteless Faithless as angels cutting wings from their scapula To trade it all in and be Dracula ",FALSE,Nonmisogynistic
,J Cole,I'm 'bout to go and join the Illuminati Fuck everybody I'm 'bout to go and join the Illuminati Fuck everybody I'm 'bout to go and join the Illuminati Fuck everybody I'm 'bout to go and join the Illuminati ,FALSE,Nonmisogynistic
,Common,"It's like a jungle, sometimes It makes me wonder how I keep from goin' under, I ponder And try to keep my Concentration In this idiotic nation They say become a doctor, but I don't have the patience Adjacent to that situation I want an occupation that I'm into Cause yet have I begin to Live to my potential, I went to School for fourteen years and my best teacher was experience, I reminisce And wish, I could go back in time to eighty-nine When there was just' 'sunshine' But now it's like, I'm gettin' older there's so much strain and stress I don't think I'll ever be happy until I rest in peace Of mind, and find who I am But thank God I found you ",FALSE,Nonmisogynistic
,Drake,"Yeah, slightly took a left turn there But very much  AM Slightly been awake for    hours, so please forgive me More ideas and stuff comin' Yeah, yeah, fam I'm wafflin', but man is tired, fam, Jesus Christ It's not me and you, it's not me it's you You're reckless and you know it, they don't love you like I do Say you're moving on, well, I guess that's just the motion I guess that's just the motion I guess that's just the motion I guess that's just the motion I guess that's just the motion ",FALSE,Nonmisogynistic
,Kanye West,"Oh, don't bring that up, that's gon' get me sentimental You know I'm sensitive, I got a gentle mental Every time somethin' happen they want me sent to mental We had an incident, but I cover incidentals You want me workin' on my messagin' When I'm thinkin' like George Jetson But soundin' like George Jefferson Then they questionin' my methods then If you tweakin' out on my texts again Then I don't get reception here I got the mind state to take us past the stratosphere I use the same attitude that done got us here I live for now, I don't know what happen after here I live for now, I don't know what happen after here Plus, what was meant to be was meant to be Even if, publicly, I lack the empathy I ain't finna talk about it, 'nother four centuries One and one is two, but me and you, that's infinity ",FALSE,Nonmisogynistic
,Big L,"Uhh! Yeah, cuttin' MCs like Jason ",FALSE,Nonmisogynistic
,Eazy-E,"Well nigga pop the   and let it holla Test drive wit a neighbourhood's scholar Black Impala, blue chucks on gettin outta Sucks on hip hop thugsta get the fuck on Niggas looking shifty, do they wanna diss me, lick me Show me love or peel my cap quickly My six sense won't let me slip don't puff wit the draggin' em I'm still toe taggin' em, hit the spot wit a don still baggin' em It's the low call, S.A.B on the vocal, blast my way out Eazy pay The way, all you bitch niggas stay out ",TRUE,Nonmisogynistic
,Scarface,"But you can never be my main boo, we can remain cool But we can't be seen and for this I can blame you Because you got more miles than a F-    You been ran through and I know for a fact you got history But since we met, I've been hearin' your name in certain circles Pussy got a snap like a turtle And you can catch a nigga on the late night Comin' out the club, half drunk off Remy and Sprite And make a man out of him quick 'cause of how you handle the dick It's unlike no other, she a bad motherfucker But I'm too strong to let a hoe undercover Make me look fucked up 'cause unlike those others I done met a lot of freaky girls in my lifespan So you can't get mad 'cause I am not your man Your understandin' was bad, it was not my plan For you to fall in love with me, girl it's not like that ",FALSE,Misogynistic
,Talib Kweli,"This morning I woke up Feelin brand new, I jumped up Feelin my highs and my lows In my soul, and my goals Just to stop smokin' and stop drinkin' But I been thinkin' I got my reasons Just to get  by , just to get  by  Just to get  by , just to get  get buh buh buh bye bye  ",FALSE,Nonmisogynistic
,Action Bronson,"I nearly lost my mind All a motherfucker got is time, time, time Time, time I nearly lost my brain Dealin' with this motherfuckin' pain, so bad So bad, I'm so glad I nearly lost my mind All a motherfucker got is time, time, time Time, time I nearly lost my brain Dealin' with this motherfuckin' pain, so bad So bad, I'm so glad I nearly lost my brain Dealin' with this motherfuckin' pain, so bad So bad, I'm so glad Aw man Smoking in that rocking chair Ah ",FALSE,Nonmisogynistic
,Chance The Rapper,"I dance around the darkness down on Billie Jean Road If I ain   t toured then we still   d be broke Thought I got the formula, bon appetite I got a beat in case my baby baba ever leak Wise beyond my years but way behind my peak You gotta eat, this a step to my princess Point of interest, fourth and inches Hallelujah, the kid grew up, the crowd cheered the child Booya, mic drop, I walk home ",FALSE,Nonmisogynistic
,Logic,"Fuckin with me now, fuckin with me now Goddamnit now they, damn it now they Fuckin with me now, fuckin with me now Wasn't bout it back then, all a sudden now they Fuckin with me now, fuckin with me now I must've got it cause they wanna seem like everybody Fuckin with me now, fuckin with me now Break it down for these motherfuckers thinking that they Fuckin with me now, fuckin with me now Goddamnit now they, damn it now they Fuckin with me now, fuckin with me now Wasn't bout it back then, all a sudden now they Fuckin with me now, fuckin with me now I must've got it cause they wanna seem like everybody Fuckin with me now, fuckin with me now Break it down for these motherfuckers thinking that they Fuckin with me now, fuckin with me now Fuckin with me now, fuckin with me now Yeah, smoking in London while the snow fall In another country so pardon me for the roll call Damn, who would've thought the fan base was this immense On the first fucking train to Paris so pardon my french Shows sold out, fans in line even though it's cold out Yeah, touring Europe getting swiss cheese Many said I'd never attain it now I'm like, ""bitch please, what up?"" Allow me to open up the verse with something so diverse Now let the flow immerse, hold up  watch it disperse Visions of Biggie, Big L and  Pac just looking at me  Biggie  From the gates of Heaven while the police booking at me Open your mental while bitches give me brain with no dental Y'all probably think I'm crazy for touching this instrumental Shout out my cousin Ego, he know this shit's sentimental Been doing this shit for my dogs, holding down the kennel My ex hit me talkin bout she wanna make up But on the real, I got no time for cover girls Music is my main bitch, no time for other girls I'm finna blow like Hiroshima, my demeanor get meaner Watch me elevate to arenas Me without the mic, that's like Martin without the Gina, Venus without Serena Now these thirsty bitches on the dick, we call that Aquafina I used to bus tables until them tables turned And everything I have obtained is everything I've earned And everything I rap about is everything I've learned So hopefully the listener can position a situation where they don't get burned And they can learn from my mistakes, like I've learned from the greats To do whatever it takes, for Heaven's sakes open your mind This shit's one of a kind, elegant and refined, irrelevant to the swine What's the deal? Whipping through LA in the coupe de Ville, on the real To various people I do appeal, because of skill So this the type of shit I'm gon keep making That make MCs break fast like flapjacks and bacon Rest in peace to BIG, and many other fallen soldiers Never Hollywood, I'm grounded like a cup of Folgers, bitch I told ya Allow me to open up your mind and mold ya Indulge ya, within this shit I call the second Renaissance The system broke and they sent Logic in for maintenance Cause all you wack rappers couldn't break change to make sense I'm back again with another argument about how much I'm black again Fighting for credibility from the lack of blacker skin It's kind of funny how your pigment determines how people perceive you That's ignant Ain't seen my momma in a minute Cause growing up she called me a nigga That would never amount to nothing Racism from my own momma, left home cause of drama But I can make it in the rap game, look at Obama You ain't been in my shoes, you don't know my story You don't know what's in store, but bitch I stocked the inventory Fuck a critic with the balls to try to tell me how I feel You wasn't with me as a child Never once did you feel the pain of my stomach That manifested from the lack of meals Headed to the soup kitchen on foot by the lack of wheels We aim to keep it real And hell no we ain't never missing Came a long way from eating when government gave permission If you think these lyrics ain't deep, you too stupid to listen Just an outkast with a mission to spit to whoever listen Bitch it's Logic! Aight, well   higher probably, right? Fuck it, just record it. Who cares? One, two... ",TRUE,Misogynistic
,NF,"I'm the type to rent a hotel room just to feel at home I'm the type to rent a hotel room just to be alone  yeah  I got an issue with people pretending they like what they don't Please don't bring up my issues unless you gon' deal with your own Please don't try to pretend like you keep it real, though Yeah it's funny that you got a lotta money But that money doesn't buy you skills, though I don't care if I am on the billboards On a killing spree, I'm about to kill more Got a chain on you paid a mill' for I mean what you people even live for? I write raps, you steal yours, oh Lord  haha  We just getting warmed up Yeah, I said I was coming, I warned you So close to the fans I feel like they ride on my tour bus You wanna know what I do in my downtime? They come to my fortress I apologize for all the corpses It's a mess right now But I haven't had time to put the rappers in the coffins We ain't talked in like six years Why you writing me now? I just turned    k down Just to keep the brand looking right, now  that's real  I ain't bragging about the money I'm just saying I ain't controlled by the bank account Or the bank amounts I'm a business man But don't touch my money I don't play around, woo! Lights out when the mic's out About to hit the West Coast Hype crowds I just put a record out What you think I'm gonna pipe down? Nah, I've been looking for a beat Look what I found, woo! I mean everything is coming out of my mouth Tried to tell me, yeah, I ain't had the right sound Oh yeah? Well Tell me what you think now Two records in the bag, I ain't done though What's coming next year? Let me hear the drum roll Don't flow Anybody wanna be the one to make an issue out of nothing? Imma hit you with my iPhone I know I'm a little out of hand now I ain't looking for a handout You ain't like what I was doing last year Which is funny 'cause you lookin' like a fan now Are you a fan now? I kinda miss being broke Now let me go back to my old days When I used to walk into high school And hand out my CD in hallways I told all my teachers that I'd be a rapper They smiled and looked at me, ""Okay, that's a pretty nice dream, but you better get a real job."" Mmm, no way Yeah, I live what you dreamin' I could do this while I'm sleepin' I ain't the type that will bring up your name for nothing But please, don't give me a reason I'm on the edge now, I ain't playin' with you Never really been a fan of takin' pictures I'm just being honest, yeah, I'll take it with you Shows sellin' out, better get your tickets, oh Lord! I got a love for the fans I can't express what it feels like Sometimes I wonder if it's even real life Sometimes I look at the past and think about how I got here in the first place You know the glove is my birthplace I don't wanna be rude But I could get you on my worst days Say nothing for me Do it all the time Yeah they barely workin' while I'm workin' overtime Last year they like, ""Who am I?"" Now this year they like, ""You the guy."" Here's a little something for your car rides If they said I fell off, they all lied Yeah, you know the logo Better recognize Yeah it's Real Music 'til the day we die Yah! Wait, wait, wait Don't leave me Wait, wait, wait Don't leave me Where you going? Where you going? Why you leaving?  Wait  I can't lose you, I can't lose you Girl I need You Girl I need You  Wait  And don't you love me? Don't you love me? Guess you don't want me, you don't want me  Wait  We back and forth, yeah, this ain't working, this ain't working Love ain't perfect, love ain't perfect ",FALSE,Nonmisogynistic
